rank ,name ,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank,employees
1,Walmart,572754.0,2.4,13673.0,1.2,244860.0,409795.0,0.0,2300000.0
2,Amazon,469822.0,21.7,33364.0,56.4,420549.0,1658807.3,0.0,1608000.0
3,Apple,365817.0,33.3,94680.0,64.9,351002.0,2849537.6,0.0,154000.0
4,CVS Health,292111.0,8.7,7910.0,10.2,232999.0,132839.2,0.0,258000.0
5,UnitedHealth Group,287597.0,11.8,17285.0,12.2,212206.0,479830.3,0.0,350000.0
6,Exxon Mobil,285640.0,57.4,23040.0,,338923.0,349652.4,4.0,63000.0
7,Berkshire Hathaway,276094.0,12.5,89795.0,111.2,958784.0,779542.3,-1.0,372000.0
8,Alphabet,257637.0,41.2,76033.0,88.8,359268.0,1842326.1,1.0,156500.0
9,McKesson,238228.0,3.1,4539.0,-604.3,65015.0,45857.8,-2.0,67500.0
10,AmerisourceBergen,213988.8,12.7,1539.9,,57337.8,32355.7,-2.0,40000.0
11,Costco Wholesale,195929.0,17.5,5007.0,25.1,59268.0,255230.7,1.0,288000.0
12,Cigna,174078.0,8.5,5365.0,-36.6,154889.0,76286.3,1.0,72963.0
13,AT&T,168864.0,-1.7,20081.0,,551622.0,169262.4,-2.0,202600.0
14,Microsoft,168088.0,17.5,61271.0,38.4,333779.0,2311358.9,1.0,181000.0
15,Cardinal Health,162467.0,6.2,611.0,,44453.0,15709.4,-1.0,46827.0
16,Chevron,162465.0,71.6,15625.0,,239535.0,317120.1,11.0,42595.0
17,Home Depot,151157.0,14.4,16433.0,27.7,71876.0,309312.6,1.0,490600.0
18,Walgreens Boots Alliance,148579.0,6.5,2542.0,457.5,81285.0,38671.1,-2.0,258500.0
19,Marathon Petroleum,141032.0,58.5,9738.0,,85373.0,47758.1,13.0,17700.0
20,Elevance Health,138639.0,13.8,6104.0,33.5,97460.0,118533.5,3.0,98200.0
21,Kroger,137888.0,4.1,1655.0,-36.0,49086.0,41496.2,-4.0,420000.0
22,Ford Motor,136341.0,7.2,17937.0,,257035.0,67958.2,-1.0,183000.0
23,Verizon Communications,133613.0,4.1,22065.0,24.0,366596.0,213837.1,-3.0,118400.0
24,JPMorgan Chase,127202.0,-1.8,48334.0,65.9,3743567.0,402526.9,-5.0,271025.0
25,General Motors,127004.0,3.7,10019.0,55.9,244718.0,63555.2,-3.0,157000.0
26,Centene,125982.0,13.4,1347.0,-25.5,78375.0,49072.2,-2.0,72500.0
27,Meta Platforms,117929.0,37.2,39370.0,35.1,165987.0,605251.0,7.0,71970.0
28,Comcast,116385.0,12.4,14159.0,34.4,275905.0,212245.8,-2.0,189000.0
29,Phillips 66,114852.0,75.4,1317.0,,55594.0,41561.0,19.0,14000.0
30,Valero Energy,108332.0,80.2,930.0,,57888.0,41572.2,23.0,9804.0
31,Dell Technologies,106995.0,13.6,5563.0,71.2,92735.0,38164.4,-3.0,133000.0
32,Target,106005.0,13.3,6946.0,59.0,53811.0,98134.4,-2.0,450000.0
33,Fannie Mae,101543.0,-4.6,22176.0,87.9,4229166.0,909.1,-8.0,7400.0
34,UPS,97287.0,15.0,12890.0,859.8,69405.0,186816.6,1.0,400945.0
35,Lowe's,96250.0,7.4,8442.0,44.7,44640.0,133761.1,-4.0,270000.0
36,Bank of America,93851.0,0.1,31978.0,78.7,3169495.0,332433.3,-7.0,208248.0
37,Johnson & Johnson,93775.0,13.6,20878.0,41.9,182018.0,466046.7,-1.0,141700.0
38,Archer Daniels Midland,85249.0,32.5,2709.0,52.9,56136.0,50769.2,13.0,39979.0
39,FedEx,83959.0,21.3,5231.0,306.8,82777.0,59971.3,6.0,484000.0
40,Humana,83064.0,7.7,2933.0,-12.9,44358.0,55154.9,1.0,95500.0
41,Wells Fargo,82407.0,2.6,21548.0,552.8,1948068.0,184225.0,-4.0,247848.0
42,State Farm Insurance,82224.7,4.2,1280.9,-65.7,325349.3,,-3.0,53586.0
43,Pfizer,81288.0,94.0,21979.0,128.6,181476.0,292385.3,34.0,79000.0
44,Citigroup,79865.0,-10.1,21952.0,98.7,2291413.0,105330.1,-11.0,221768.0
45,PepsiCo,79474.0,12.9,7618.0,7.0,92377.0,231528.2,-1.0,309000.0
46,Intel,79024.0,1.5,19868.0,-4.9,168406.0,202635.8,-6.0,121100.0
47,Procter & Gamble,76118.0,7.3,14306.0,9.8,119307.0,366271.6,-4.0,101000.0
48,General Electric,74196.0,-6.8,6520.0,-214.3,198874.0,100810.2,-10.0,168000.0
49,IBM,72344.0,-1.7,5743.0,2.7,132001.0,116928.3,-7.0,297800.0
50,MetLife,71080.0,4.8,6554.0,21.2,759708.0,57986.5,-4.0,43000.0
51,Prudential Financial,70934.0,24.4,7724.0,,937582.0,44482.2,4.0,40916.0
52,Albertsons,69690.4,11.6,850.2,82.3,26598.0,16063.7,0.0,300000.0
53,Walt Disney,67418.0,3.1,1995.0,,203609.0,249718.1,-3.0,171000.0
54,Energy Transfer,67417.0,73.1,5470.0,,105963.0,34496.9,27.0,12558.0
55,Lockheed Martin,67044.0,2.5,6315.0,-7.6,50873.0,117648.2,-6.0,114000.0
56,Freddie Mac,65898.0,-0.5,12109.0,65.3,3025586.0,510.3,-9.0,7301.0
57,Goldman Sachs Group,64989.0,21.5,21635.0,128.7,1463988.0,117667.6,2.0,43900.0
58,Raytheon Technologies,64388.0,13.8,3864.0,,161404.0,147640.9,-1.0,174000.0
59,HP,63487.0,12.1,6503.0,128.7,38610.0,38237.2,-3.0,51000.0
60,Boeing,62286.0,7.1,4202.0,,138552.0,113058.7,-6.0,142000.0
61,Morgan Stanley,61121.0,17.4,15034.0,36.7,1188140.0,155685.6,0.0,74814.0
62,HCA Healthcare,58752.0,14.0,6956.0,85.3,50742.0,75691.9,0.0,244000.0
63,AbbVie,56197.0,22.7,11542.0,150.0,146529.0,286332.4,5.0,50000.0
64,Dow,54968.0,42.6,6311.0,415.2,62990.0,46839.7,18.0,35700.0
65,Tesla,53823.0,70.7,5519.0,665.5,62131.0,1113707.8,35.0,99290.0
66,Allstate,53228.0,18.8,1599.0,-71.3,99440.0,38553.7,4.0,54500.0
67,AIG,52057.0,19.0,9388.0,,596112.0,50608.2,5.0,36600.0
68,Best Buy,51761.0,9.5,2454.0,36.5,17504.0,20473.2,-2.0,81375.0
69,Charter Communications,51682.0,7.5,4654.0,44.4,142491.0,112803.4,-5.0,93700.0
70,Sysco,51297.8,-3.0,524.2,143.3,21413.5,41433.1,-10.0,57710.0
71,Merck,51216.0,6.7,13049.0,84.6,105694.0,207400.5,-6.0,67500.0
72,New York Life Insurance,51198.5,9.6,277.1,,379984.6,,-5.0,14344.0
73,Caterpillar,50971.0,22.1,6489.0,116.4,82793.0,119406.6,5.0,107700.0
74,Cisco Systems,49818.0,1.0,10591.0,-5.6,97497.0,231636.4,-11.0,79500.0
75,TJX,48550.0,51.1,3282.8,3528.6,28461.5,71195.3,22.0,340000.0
76,Publix Super Markets,48393.9,7.1,4412.2,11.1,31524.3,,-7.0,232000.0
77,ConocoPhillips,48349.0,151.1,8079.0,,90661.0,129605.1,79.0,9900.0
78,Liberty Mutual Insurance Group,48200.0,10.1,3068.0,304.7,156043.0,,-7.0,45000.0
79,Progressive,47702.0,11.8,3350.9,-41.3,71132.3,66670.3,-5.0,49077.0
80,Nationwide,47376.0,13.0,1617.2,,278412.2,,-4.0,24134.0
81,Tyson Foods,47049.0,8.9,3047.0,47.8,36309.0,32487.8,-8.0,137000.0
82,Bristol-Myers Squibb,46385.0,9.1,6994.0,,109314.0,155203.5,-7.0,32200.0
83,Nike,44538.0,19.1,5727.0,125.6,37740.0,212779.1,2.0,73300.0
84,Deere,44024.0,23.9,5963.0,116.8,84114.0,127456.6,4.0,75550.0
85,American Express,43663.0,14.3,8060.0,157.1,188548.0,141613.0,-2.0,64000.0
86,Abbott Laboratories,43075.0,24.5,7071.0,57.3,75196.0,208725.8,3.0,113000.0
87,StoneX Group,42534.2,-21.4,116.3,-31.4,18839.6,1494.4,-29.0,3242.0
88,Plains GP Holdings,42078.0,80.7,60.0,,29978.0,2242.9,39.0,4100.0
89,Enterprise Products Partners,40806.9,50.0,4637.7,22.8,67525.6,56172.4,16.0,6911.0
90,TIAA,40526.4,-2.6,4060.7,627.6,698190.8,,-11.0,15065.0
91,Oracle,40479.0,3.6,13746.0,35.6,131107.0,220736.6,-11.0,132000.0
92,Thermo Fisher Scientific,39211.0,21.7,7725.0,21.2,95123.0,231057.4,3.0,129000.0
93,Coca-Cola,38655.0,17.1,9771.0,26.1,94354.0,268769.7,0.0,79000.0
94,General Dynamics,38469.0,1.4,3257.0,2.8,50073.0,67081.0,-10.0,103100.0
95,CHS,38448.0,35.4,554.0,31.1,17576.3,,8.0,9941.0
96,USAA,37469.6,3.2,3300.0,-15.5,210676.5,,-9.0,37335.0
97,Northwestern Mutual,36751.2,8.8,977.8,130.1,334653.8,,-7.0,7585.0
98,Nucor,36483.9,81.2,6827.5,846.3,25823.1,39954.0,51.0,28800.0
99,Exelon,36347.0,10.0,1706.0,-13.1,133013.0,46683.9,-7.0,31518.0
100,Massachusetts Mutual Life Insurance,35899.5,51.7,319.3,,383292.4,,23.0,10052.0
101,Northrop Grumman,35667.0,-3.1,7005.0,119.7,42579.0,69811.9,-15.0,88000.0
102,3M,35355.0,9.9,5921.0,10.0,47072.0,84738.3,-6.0,95000.0
103,Travelers,34816.0,8.9,3662.0,35.8,120466.0,44129.4,-5.0,30492.0
104,Arrow Electronics,34477.0,20.2,1108.2,89.6,19535.5,7951.3,-2.0,20700.0
105,Honeywell International,34392.0,5.4,5542.0,16.0,64470.0,133381.0,-11.0,99000.0
106,Dollar General,34220.4,1.4,2399.2,-9.6,26327.4,50953.0,-15.0,163000.0
107,Qualcomm,33566.0,42.6,9043.0,74.0,41240.0,172228.1,17.0,45000.0
108,Capital One Financial,32033.0,1.2,12390.0,356.5,432381.0,53260.4,-9.0,50767.0
109,TD Synnex,31614.2,28.1,395.1,-25.3,27666.4,9853.6,8.0,27000.0
110,Philip Morris International,31405.0,9.4,9109.0,13.1,41290.0,145614.7,-9.0,69600.0
111,World Fuel Services,31337.0,53.9,73.7,-32.8,5942.4,1715.5,36.0,4414.0
112,Performance Food Group,30398.9,21.2,40.7,,7845.7,7880.9,2.0,22885.0
113,Delta Air Lines,29899.0,74.9,280.0,,72459.0,25322.0,65.0,83000.0
114,American Airlines Group,29882.0,72.4,1993.0,,66467.0,11847.2,60.0,123400.0
115,Netflix,29697.8,18.8,5116.2,85.3,44584.7,166304.1,0.0,11300.0
116,Paramount Global,29579.0,13.0,4543.0,87.6,58620.0,24628.8,-7.0,25115.0
117,US Foods Holding,29487.0,28.8,164.0,,12521.0,8392.3,11.0,28000.0
118,Danaher,29453.0,32.2,6433.0,76.4,83184.0,209993.4,12.0,79000.0
119,Jabil,29285.0,7.4,696.0,1191.0,16654.0,8857.3,-15.0,238000.0
120,Starbucks,29060.6,23.6,4199.3,352.4,31392.6,104642.8,5.0,383000.0
121,Mondelez International,28720.0,8.0,4300.0,21.0,67092.0,87159.2,-13.0,79000.0
122,Eli Lilly,28318.4,15.4,5581.7,-9.9,48806.0,272723.6,-4.0,35238.0
123,Hewlett Packard Enterprise,27784.0,3.0,3427.0,,57699.0,21725.3,-17.0,60400.0
124,D.R. Horton,27774.2,36.7,4175.8,75.9,24015.9,26403.2,24.0,11788.0
125,Molina Healthcare,27771.0,43.0,659.0,-2.1,12209.0,19572.9,30.0,14000.0
126,CBRE Group,27746.0,16.5,1836.6,144.2,22073.5,30414.2,-4.0,105000.0
127,Micron Technology,27705.0,29.3,5861.0,118.1,58849.0,86977.2,8.0,43000.0
128,Broadcom,27450.0,14.9,6736.0,127.6,75570.0,257086.5,-7.0,20000.0
129,Gilead Sciences,27305.0,10.6,6225.0,4961.0,67952.0,74656.5,-13.0,14400.0
130,PBF Energy,27253.4,80.3,231.0,,11641.4,2932.6,73.0,3418.0
131,Lennar,27130.7,20.6,4430.1,79.7,33207.8,23413.0,-2.0,10753.0
132,United Natural Foods,26992.0,0.9,149.0,,7525.0,2409.3,-25.0,28300.0
133,NRG Energy,26989.0,196.8,2187.0,328.8,23182.0,9289.0,200.0,6635.0
134,Nvidia,26914.0,61.4,9752.0,125.1,44187.0,684878.6,50.0,22473.0
135,Occidental Petroleum,26772.0,60.5,2322.0,,75036.0,53160.2,48.0,11678.0
136,Salesforce,26492.0,24.7,1444.0,-64.5,95209.0,210196.8,1.0,73541.0
137,Dollar Tree,26321.2,3.2,1327.9,-1.0,21721.8,36051.4,-26.0,136226.0
138,KKR,26141.3,171.5,4666.5,133.0,264285.4,51542.9,178.0,3238.0
139,Kraft Heinz,26042.0,-0.5,1012.0,184.3,93394.0,48248.6,-29.0,36000.0
140,Amgen,25979.0,2.2,5893.0,-18.9,61165.0,134700.8,-28.0,24200.0
141,AutoNation,25844.0,26.7,1373.0,259.8,8943.6,6111.4,4.0,22200.0
142,Penske Automotive Group,25554.7,25.0,1187.8,118.5,13464.6,7196.7,1.0,24797.0
143,PayPal Holdings,25371.0,18.3,4169.0,-0.8,75803.0,134732.8,-9.0,30900.0
144,Macy's,25292.0,39.8,1430.0,,17590.0,7123.2,20.0,88857.0
145,Duke Energy,24677.0,5.2,3908.0,183.8,169587.0,85967.0,-19.0,27605.0
146,United Airlines Holdings,24634.0,60.4,1964.0,,68175.0,15049.7,54.0,84100.0
147,Visa,24105.0,10.3,12311.0,13.3,82896.0,480022.5,-14.0,21500.0
148,Rite Aid,24043.4,9.6,90.9,,9335.4,488.1,-16.0,50000.0
149,Cummins,24021.0,21.3,2131.0,19.1,23710.0,29140.9,1.0,59900.0
150,U.S. Bancorp,23714.0,-6.0,7963.0,60.6,573284.0,78929.8,-37.0,68796.0
151,Paccar,23522.3,25.6,1852.1,42.6,29301.7,30619.7,8.0,28500.0
152,McDonald's,23222.9,20.9,7545.2,59.5,53854.3,183873.6,5.0,200000.0
153,Southern,23113.0,13.4,2393.0,-23.3,127534.0,76877.0,-7.0,27164.0
154,C.H. Robinson Worldwide,23102.1,42.5,844.2,66.7,7028.1,13855.8,37.0,16877.0
155,Truist Financial,23064.0,-5.6,6440.0,43.7,541241.0,75353.9,-36.0,51462.0
156,Applied Materials,23063.0,34.1,5888.0,62.7,25825.0,116431.4,20.0,27000.0
157,Freeport-McMoRan,22845.0,60.9,4306.0,618.9,48022.0,72360.8,58.0,24700.0
158,Lithia Motors,22831.7,74.0,1060.0,125.4,11146.9,8909.8,73.0,21150.0
159,Blackstone,22577.1,270.0,5857.4,460.3,41196.4,88907.2,295.0,3795.0
160,Hartford Financial Services Group,22390.0,9.1,2365.0,36.2,76578.0,23815.6,-18.0,18100.0
161,Aflac,22106.0,-0.2,4325.0,-9.5,157542.0,41812.8,-30.0,12447.0
162,Whirlpool,21985.0,13.0,1783.0,64.9,20285.0,10101.2,-8.0,69000.0
163,Union Pacific,21804.0,11.6,6523.0,21.9,63525.0,171681.6,-10.0,32124.0
164,International Paper,21780.0,5.8,1752.0,263.5,25243.0,17301.1,-23.0,38200.0
165,Altria Group,21111.0,1.3,2475.0,-44.6,39523.0,94951.7,-27.0,6000.0
166,CDW,20820.8,12.7,988.6,25.4,13199.4,24140.2,-5.0,13900.0
167,ManpowerGroup,20724.4,15.1,382.4,1506.7,9828.9,5025.6,-2.0,30000.0
168,PG&E,20642.0,11.8,102.0,,103327.0,29433.7,-8.0,26000.0
169,Carrier Global,20613.0,18.1,1664.0,-16.0,26172.0,39127.4,2.0,58000.0
170,Baker Hughes,20502.0,-1.0,219.0,,35308.0,37410.2,-30.0,54000.0
171,Cleveland-Cliffs,20444.0,281.8,2988.0,,18975.0,16891.2,330.0,26000.0
172,United States Steel,20275.0,108.1,4174.0,,17816.0,9832.3,138.0,24540.0
173,Becton Dickinson,20248.0,18.3,2092.0,139.4,53866.0,75749.1,4.0,75000.0
174,CarMax,20092.1,-6.2,746.9,-15.9,21541.5,15598.9,-38.0,26889.0
175,Sherwin-Williams,19944.6,8.6,1864.4,-8.2,20666.7,65037.9,-13.0,61626.0
176,Builders FirstSource,19893.9,132.4,1725.4,450.3,10714.3,11408.9,174.0,28000.0
177,Marsh & McLennan,19820.0,15.1,3143.0,55.9,34388.0,85681.3,-2.0,83000.0
178,PNC Financial Services Group,19698.0,-18.1,5674.0,-24.5,557191.0,77203.4,-58.0,58547.0
179,Lumen Technologies,19687.0,-4.9,2033.0,,57993.0,11533.4,-40.0,36000.0
180,Avnet,19534.7,10.8,193.1,,8925.4,4016.9,-12.0,14500.0
181,Tenet Healthcare,19485.0,10.5,914.0,129.1,27579.0,9387.6,-14.0,88968.0
182,Kimberly-Clark,19440.0,1.6,1814.0,-22.9,17837.0,41496.1,-24.0,45000.0
183,Kohl's,19433.0,21.8,938.0,,15054.0,7774.6,12.0,67000.0
184,BlackRock,19374.0,19.6,5901.0,19.6,152648.0,116186.2,8.0,18400.0
185,Jones Lang LaSalle,19367.0,16.7,961.6,138.9,15505.0,11945.5,1.0,98200.0
186,Lear,19263.1,13.0,373.9,135.9,13352.4,8513.1,-7.0,160100.0
187,Lincoln National,19230.0,10.3,1405.0,181.6,387301.0,11271.6,-15.0,10848.0
188,Charles Schwab,18996.0,56.9,5855.0,77.5,667270.0,159675.9,63.0,33400.0
189,Ross Stores,18916.2,50.9,1722.6,1917.5,13640.3,31741.7,53.0,100000.0
190,Mastercard,18884.0,23.4,8687.0,35.5,37669.0,349330.5,11.0,24000.0
191,Genuine Parts,18870.5,8.5,898.8,,14352.1,17888.1,-18.0,52000.0
192,WestRock,18746.1,6.6,838.3,,29254.3,12379.0,-22.0,49900.0
193,EOG Resources,18642.0,69.0,4664.0,,38236.0,69796.0,92.0,2800.0
194,Cognizant Technology Solutions,18507.0,11.1,2137.0,53.5,17852.0,47035.0,-9.0,330600.0
195,Moderna,18471.0,2199.1,12202.0,,24669.0,69424.3,0.0,2700.0
196,Steel Dynamics,18408.9,91.7,3214.1,483.5,12531.2,15811.5,123.0,10640.0
197,HF Sinclair,18389.1,64.4,558.3,,12916.6,8895.8,82.0,4208.0
198,Texas Instruments,18344.0,26.9,7769.0,38.9,24676.0,169329.6,12.0,31000.0
